Firm*,First Name*,Last Name*,Email Address*,Preferred Language*,Default Module,User ID*,SecureZone ID,OSS User ID,CR2 User ID,SSO User ID,Role*,Firm Level Access*,RR Code Assignment,Module Overrides,Features
NBIN,Performancetest,fum10116,performancetestfum10116@gmail.com,EN,firm_client_accounts,Performancetest.fum10116,nbcsuper,ProxyH,perftesting118.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10117,performancetestfum10117@gmail.com,EN,firm_client_accounts,Performancetest.fum10117,nbcsuper,ProxyH,perftesting119.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10119,performancetestfum10119@gmail.com,EN,firm_client_accounts,Performancetest.fum10119,nbcsuper,ProxyH,test.perf119,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10120,performancetestfum10120@gmail.com,EN,firm_client_accounts,Performancetest.fum10120,nbcsuper,ProxyH,perftesting120.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10121,performancetestfum10121@gmail.com,EN,firm_client_accounts,Performancetest.fum10121,nbcsuper,ProxyH,perftesting121.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10122,performancetestfum10122@gmail.com,EN,firm_client_accounts,Performancetest.fum10122,nbcsuper,ProxyH,perftesting122.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10123,performancetestfum10123@gmail.com,EN,firm_client_accounts,Performancetest.fum10123,nbcsuper,ProxyH,perftesting123.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10124,performancetestfum10124@gmail.com,EN,firm_client_accounts,Performancetest.fum10124,nbcsuper,ProxyH,perftesting124.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10125,performancetestfum10125@gmail.com,EN,firm_client_accounts,Performancetest.fum10125,nbcsuper,ProxyH,perftesting125.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10126,performancetestfum10126@gmail.com,EN,firm_client_accounts,Performancetest.fum10126,nbcsuper,ProxyH,perftesting126.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10127,performancetestfum10127@gmail.com,EN,firm_client_accounts,Performancetest.fum10127,nbcsuper,ProxyH,perftesting127.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10128,performancetestfum10128@gmail.com,EN,firm_client_accounts,Performancetest.fum10128,nbcsuper,ProxyH,test.perf128,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10129,performancetestfum10129@gmail.com,EN,firm_client_accounts,Performancetest.fum10129,nbcsuper,ProxyH,perftesting128.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10130,performancetestfum10130@gmail.com,EN,firm_client_accounts,Performancetest.fum10130,nbcsuper,ProxyH,perftesting129.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10131,performancetestfum10131@gmail.com,EN,firm_client_accounts,Performancetest.fum10131,nbcsuper,ProxyH,perftesting130.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10132,performancetestfum10132@gmail.com,EN,firm_client_accounts,Performancetest.fum10132,nbcsuper,ProxyH,perftesting131.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10133,performancetestfum10133@gmail.com,EN,firm_client_accounts,Performancetest.fum10133,nbcsuper,ProxyH,perftesting132.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10134,performancetestfum10134@gmail.com,EN,firm_client_accounts,Performancetest.fum10134,nbcsuper,ProxyH,perftesting133.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10135,performancetestfum10135@gmail.com,EN,firm_client_accounts,Performancetest.fum10135,nbcsuper,ProxyH,perftesting134.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10136,performancetestfum10136@gmail.com,EN,firm_client_accounts,Performancetest.fum10136,nbcsuper,ProxyH,perftesting135.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10137,performancetestfum10137@gmail.com,EN,firm_client_accounts,Performancetest.fum10137,nbcsuper,ProxyH,perftesting136.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10138,performancetestfum10138@gmail.com,EN,firm_client_accounts,Performancetest.fum10138,nbcsuper,ProxyH,perftesting137.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10139,performancetestfum10139@gmail.com,EN,firm_client_accounts,Performancetest.fum10139,nbcsuper,ProxyH,perftesting138.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10140,performancetestfum10140@gmail.com,EN,firm_client_accounts,Performancetest.fum10140,nbcsuper,ProxyH,perftesting139.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10141,performancetestfum10141@gmail.com,EN,firm_client_accounts,Performancetest.fum10141,nbcsuper,ProxyH,perftesting140.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10142,performancetestfum10142@gmail.com,EN,firm_client_accounts,Performancetest.fum10142,nbcsuper,ProxyH,perftesting141.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10143,performancetestfum10143@gmail.com,EN,firm_client_accounts,Performancetest.fum10143,nbcsuper,ProxyH,perftesting142.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10144,performancetestfum10144@gmail.com,EN,firm_client_accounts,Performancetest.fum10144,nbcsuper,ProxyH,perftesting143.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10145,performancetestfum10145@gmail.com,EN,firm_client_accounts,Performancetest.fum10145,nbcsuper,ProxyH,perftesting144.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10146,performancetestfum10146@gmail.com,EN,firm_client_accounts,Performancetest.fum10146,nbcsuper,ProxyH,perftesting145.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10147,performancetestfum10147@gmail.com,EN,firm_client_accounts,Performancetest.fum10147,nbcsuper,ProxyH,perftesting146.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10148,performancetestfum10148@gmail.com,EN,firm_client_accounts,Performancetest.fum10148,nbcsuper,ProxyH,perftesting147.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10149,performancetestfum10149@gmail.com,EN,firm_client_accounts,Performancetest.fum10149,nbcsuper,ProxyH,perftesting148.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10150,performancetestfum10150@gmail.com,EN,firm_client_accounts,Performancetest.fum10150,nbcsuper,ProxyH,perftesting149.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10151,performancetestfum10151@gmail.com,EN,firm_client_accounts,Performancetest.fum10151,nbcsuper,ProxyH,perftesting150.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10152,performancetestfum10152@gmail.com,EN,firm_client_accounts,Performancetest.fum10152,nbcsuper,ProxyH,perftesting151.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10153,performancetestfum10153@gmail.com,EN,firm_client_accounts,Performancetest.fum10153,nbcsuper,ProxyH,perftesting152.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10154,performancetestfum10154@gmail.com,EN,firm_client_accounts,Performancetest.fum10154,nbcsuper,ProxyH,perftesting153.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10155,performancetestfum10155@gmail.com,EN,firm_client_accounts,Performancetest.fum10155,nbcsuper,ProxyH,perftesting154.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10156,performancetestfum10156@gmail.com,EN,firm_client_accounts,Performancetest.fum10156,nbcsuper,ProxyH,perftesting155.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10157,performancetestfum10157@gmail.com,EN,firm_client_accounts,Performancetest.fum10157,nbcsuper,ProxyH,perftesting157.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10158,performancetestfum10158@gmail.com,EN,firm_client_accounts,Performancetest.fum10158,nbcsuper,ProxyH,perftesting158.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10159,performancetestfum10159@gmail.com,EN,firm_client_accounts,Performancetest.fum10159,nbcsuper,ProxyH,perftesting159.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10160,performancetestfum10160@gmail.com,EN,firm_client_accounts,Performancetest.fum10160,nbcsuper,ProxyH,perftesting160.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10161,performancetestfum10161@gmail.com,EN,firm_client_accounts,Performancetest.fum10161,nbcsuper,ProxyH,perftesting161.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10162,performancetestfum10162@gmail.com,EN,firm_client_accounts,Performancetest.fum10162,nbcsuper,ProxyH,perftesting162.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10163,performancetestfum10163@gmail.com,EN,firm_client_accounts,Performancetest.fum10163,nbcsuper,ProxyH,perftesting163.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10164,performancetestfum10164@gmail.com,EN,firm_client_accounts,Performancetest.fum10164,nbcsuper,ProxyH,perftesting164.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10165,performancetestfum10165@gmail.com,EN,firm_client_accounts,Performancetest.fum10165,nbcsuper,ProxyH,perftesting165.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10166,performancetestfum10166@gmail.com,EN,firm_client_accounts,Performancetest.fum10166,nbcsuper,ProxyH,perftesting166.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10167,performancetestfum10167@gmail.com,EN,firm_client_accounts,Performancetest.fum10167,nbcsuper,ProxyH,perftesting167.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10168,performancetestfum10168@gmail.com,EN,firm_client_accounts,Performancetest.fum10168,nbcsuper,ProxyH,perftesting168.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10169,performancetestfum10169@gmail.com,EN,firm_client_accounts,Performancetest.fum10169,nbcsuper,ProxyH,perftesting169.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10170,performancetestfum10170@gmail.com,EN,firm_client_accounts,Performancetest.fum10170,nbcsuper,ProxyH,perftesting170.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10171,performancetestfum10171@gmail.com,EN,firm_client_accounts,Performancetest.fum10171,nbcsuper,ProxyH,perftesting171.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10172,performancetestfum10172@gmail.com,EN,firm_client_accounts,Performancetest.fum10172,nbcsuper,ProxyH,perftesting172.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10173,performancetestfum10173@gmail.com,EN,firm_client_accounts,Performancetest.fum10173,nbcsuper,ProxyH,perftesting173.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10174,performancetestfum10174@gmail.com,EN,firm_client_accounts,Performancetest.fum10174,nbcsuper,ProxyH,perftesting174.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10175,performancetestfum10175@gmail.com,EN,firm_client_accounts,Performancetest.fum10175,nbcsuper,ProxyH,perftesting175.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10176,performancetestfum10176@gmail.com,EN,firm_client_accounts,Performancetest.fum10176,nbcsuper,ProxyH,perftesting176.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10177,performancetestfum10177@gmail.com,EN,firm_client_accounts,Performancetest.fum10177,nbcsuper,ProxyH,perftesting178.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10178,performancetestfum10178@gmail.com,EN,firm_client_accounts,Performancetest.fum10178,nbcsuper,ProxyH,perftesting179.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10179,performancetestfum10179@gmail.com,EN,firm_client_accounts,Performancetest.fum10179,nbcsuper,ProxyH,perftesting180.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10180,performancetestfum10180@gmail.com,EN,firm_client_accounts,Performancetest.fum10180,nbcsuper,ProxyH,perftesting181.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10181,performancetestfum10181@gmail.com,EN,firm_client_accounts,Performancetest.fum10181,nbcsuper,ProxyH,perftesting182.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10182,performancetestfum10182@gmail.com,EN,firm_client_accounts,Performancetest.fum10182,nbcsuper,ProxyH,perftesting183.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10183,performancetestfum10183@gmail.com,EN,firm_client_accounts,Performancetest.fum10183,nbcsuper,ProxyH,perftesting184.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10184,performancetestfum10184@gmail.com,EN,firm_client_accounts,Performancetest.fum10184,nbcsuper,ProxyH,perftesting185.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10185,performancetestfum10185@gmail.com,EN,firm_client_accounts,Performancetest.fum10185,nbcsuper,ProxyH,perftesting186.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10186,performancetestfum10186@gmail.com,EN,firm_client_accounts,Performancetest.fum10186,nbcsuper,ProxyH,perftesting187.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10187,performancetestfum10187@gmail.com,EN,firm_client_accounts,Performancetest.fum10187,nbcsuper,ProxyH,perftesting188.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10188,performancetestfum10188@gmail.com,EN,firm_client_accounts,Performancetest.fum10188,nbcsuper,ProxyH,perftesting189.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NBIN,Performancetest,fum10189,performancetestfum10189@gmail.com,EN,firm_client_accounts,Performancetest.fum10189,nbcsuper,ProxyH,perftesting190.qa,,ManageAll_V1.17,TRUE,AAAA-9999,"compass_r2,firm_client_accounts,orders_module,orders_upload,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
